script,issues
LatinGreekCyrillic,157
Arabic,44
Myanmar,37
Monospace,32
Symbol,25
Tibetan,23
Devanagari,16
Hebrew,16
Syriac,14
Gujarati,12
Urdu,11
Kharoshthi,11
Math,11
Chakma,11
Javanese,10
Nastaliq,10
Modi,10
