date,created,closed
2022-02-14,3,33
2022-02-21,3,8
2022-02-28,16,31
2022-03-07,12,0
2022-03-14,11,0
2022-03-21,7,4
2022-03-28,3,0
2022-04-04,4,2
2022-04-11,11,3
2022-04-18,13,42
2022-04-25,6,5
2022-05-02,5,0
2022-05-09,4,2
2022-05-16,10,2
2022-05-23,6,1
2022-05-30,5,2
2022-06-06,0,5
