date,created,closed
2021-02-08,0,7
2021-02-15,0,0
2021-02-22,0,0
2021-03-01,10,0
2021-03-08,2,0
2021-03-15,5,16
2021-03-22,0,0
2021-03-29,0,0
2021-04-05,1,1
2021-04-12,1,0
2021-04-19,2,0
2021-04-26,4,0
2021-05-03,1,8
2021-05-10,0,2
2021-05-17,0,0
2021-05-24,0,0
2021-05-31,0,0
