script,issues
LatinGreekCyrillic,152
Arabic,46
Myanmar,36
Monospace,30
Symbol,25
Tibetan,23
Hebrew,16
Devanagari,16
Syriac,14
Grantha,12
Urdu,11
Gujarati,11
Kharoshthi,11
Chakma,11
Math,11
Javanese,10
Modi,10
