date,created,closed
2020-12-01,47,27
2021-01-01,23,30
2021-02-01,19,31
2021-03-01,35,29
2021-04-01,28,25
2021-05-01,15,15
2021-06-01,14,6
2021-07-01,9,5
2021-08-01,15,1
2021-09-01,20,14
2021-10-01,18,2
2021-11-01,9,2
2021-12-01,14,0
