date,created,closed
2020-12-14,14,9
2020-12-21,12,3
2020-12-28,10,2
2021-01-04,4,10
2021-01-11,5,7
2021-01-18,5,4
2021-01-25,6,9
2021-02-01,7,0
2021-02-08,2,21
2021-02-15,5,5
2021-02-22,5,5
2021-03-01,13,2
2021-03-08,3,4
2021-03-15,7,17
2021-03-22,6,1
2021-03-29,14,10
2021-04-05,8,7
2021-04-12,1,14
