date,created,closed
2021-07-12,1,3
2021-07-19,2,0
2021-07-26,4,1
2021-08-02,8,0
2021-08-09,1,0
2021-08-16,1,0
2021-08-23,1,0
2021-08-30,2,1
2021-09-06,2,4
2021-09-13,7,2
2021-09-20,7,8
2021-09-27,7,0
2021-10-04,3,0
2021-10-11,0,0
2021-10-18,5,0
2021-10-25,6,2
2021-11-01,3,2
2021-11-08,0,0
