date,created,closed
2022-02-28,3,31
2022-03-07,3,0
2022-03-14,2,0
2022-03-21,0,4
2022-03-28,0,0
2022-04-04,2,2
2022-04-11,0,3
2022-04-18,2,42
2022-04-25,1,5
2022-05-02,0,0
2022-05-09,2,2
2022-05-16,3,2
2022-05-23,1,1
2022-05-30,0,2
2022-06-06,0,5
2022-06-13,0,9
2022-06-20,0,7
