date,created,closed
2021-01-18,1,0
2021-01-25,1,0
2021-02-01,2,0
2021-02-08,1,1
2021-02-15,2,1
2021-02-22,0,0
2021-03-01,0,0
2021-03-08,0,2
2021-03-15,0,0
2021-03-22,2,1
2021-03-29,0,3
2021-04-05,1,4
2021-04-12,1,1
2021-04-19,0,0
2021-04-26,0,0
2021-05-03,0,0
2021-05-10,0,0
